facility,service_line,sub_service,ip_op_indicator,med_surg_indicator,demand,date
facility1,Cardiac Services,Medical Cardiology,I,MED,12,08/06/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,10,08/07/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,08/08/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,20,08/09/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,15,08/10/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,18,08/11/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,25,08/12/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,08/13/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,13,08/14/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,38,08/15/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,7,08/16/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,10,08/17/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,6,08/18/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,13,08/19/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,30,08/20/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,08/21/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,8,08/22/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,08/23/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,9,08/24/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,19,08/25/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,3,08/26/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,22,08/27/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,08/28/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,23,08/29/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,15,08/30/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,6,08/31/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,09/01/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,9,09/02/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,09/03/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,09/04/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,17,09/05/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,24,09/06/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,10,09/07/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,09/08/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,09/09/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,7,09/10/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,09/11/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,18,09/12/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,17,09/13/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,16,09/14/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,6,09/15/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,11,09/16/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,21,09/17/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,09/18/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,24,09/19/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,09/20/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,09/21/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,19,09/22/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,18,09/23/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,09/24/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,09/25/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,19,09/26/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,29,09/27/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,21,09/28/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,09/29/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,55,09/30/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,6,10/01/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,17,10/02/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,8,10/03/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,23,10/04/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,10/05/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,13,10/06/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,16,10/07/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,10/08/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,23,10/09/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,10/10/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,10/11/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,10/12/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,4,10/13/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,15,10/14/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,15,10/15/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,11,10/16/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,28,10/17/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,10/18/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,13,10/19/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,18,10/20/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,10,10/21/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,10/22/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,10/23/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,23,10/24/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,23,10/25/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,10/26/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,8,10/27/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,10/28/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,11,10/29/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,10,10/30/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,10/31/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,15,11/01/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,16,11/02/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,4,11/03/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,22,11/04/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,11/05/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,4,11/06/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,8,11/07/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,22,11/08/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,21,11/09/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,11/10/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,11/11/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,17,11/12/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,4,11/13/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,7,11/14/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,7,11/15/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,11/16/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,11,11/17/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,36,11/18/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,11/19/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,21,11/20/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,23,11/21/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,11/22/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,11/23/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,13,11/24/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,11/25/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,8,11/26/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,11/27/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,9,11/28/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,10,11/29/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,8,11/30/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,19,12/01/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,20,12/02/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,12/03/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,11,12/04/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,11,12/05/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,12/06/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,6,12/07/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,17,12/08/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,9,12/09/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,12/10/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,16,12/11/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,44,12/12/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,4,12/13/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,14,12/14/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,7,12/15/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,12/16/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,12/17/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,20,12/18/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,6,12/19/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,12/20/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,12/21/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,12/22/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,12,12/23/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,16,12/24/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,5,12/25/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,8,12/26/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,24,12/27/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,19,12/28/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,11,12/29/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,21,12/30/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,18,12/31/2019
facility1,Cardiac Services,Medical Cardiology,I,MED,2,01/01/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,6,01/02/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,2,01/03/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,10,01/04/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,13,01/05/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,9,01/06/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,18,01/07/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,01/08/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,7,01/09/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,9,01/10/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,22,01/11/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,18,01/12/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,20,01/13/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,01/14/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,2,01/15/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,01/16/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,31,01/17/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,14,01/18/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,19,01/19/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,38,01/20/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,6,01/21/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,2,01/22/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,13,01/23/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,25,01/24/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,17,01/25/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,13,01/26/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,18,01/27/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,14,01/28/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,4,01/29/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,01/30/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,19,01/31/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,12,02/01/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,13,02/02/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,20,02/03/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,18,02/04/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,17,02/05/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,22,02/06/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,12,02/07/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,22,02/08/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,15,02/09/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,12,02/10/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,26,02/11/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,02/12/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,22,02/13/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,02/14/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,13,02/15/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,2,02/16/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,4,02/17/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,02/18/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,8,02/19/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,21,02/20/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,21,02/21/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,13,02/22/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,21,02/23/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,6,02/24/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,12,02/25/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,11,02/26/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,14,02/27/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,16,02/28/2020
facility1,Cardiac Services,Medical Cardiology,I,MED,3,02/29/2020
facility1,Cardiology,Cardiac Cath,O,MED,12,03/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,03/02/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,03/03/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,03/04/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,03/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,03/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,03/07/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,03/08/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,03/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,03/12/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,03/13/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,03/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,03/15/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,03/16/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,03/17/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,03/19/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,03/20/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,03/21/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,03/22/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,03/23/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,03/24/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,03/27/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,03/28/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,03/29/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,03/31/2018
facility1,Cardiology,Cardiac Cath,O,MED,17,04/04/2018
facility1,Cardiology,Cardiac Cath,O,MED,19,04/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,04/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,04/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,04/10/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,04/11/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,04/12/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,04/13/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,04/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,04/16/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,04/17/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,04/18/2018
facility1,Cardiology,Cardiac Cath,O,MED,15,04/19/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,04/20/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,04/21/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,04/23/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,04/25/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,04/26/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,04/30/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,05/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,15,05/02/2018
facility1,Cardiology,Cardiac Cath,O,MED,21,05/03/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/04/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,05/07/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/08/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/10/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/11/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/12/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,05/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/15/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,05/17/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/18/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/21/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,05/22/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,05/23/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,05/24/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,05/25/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,05/26/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,05/30/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,05/31/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,06/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,06/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,06/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,06/07/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,06/08/2018
facility1,Cardiology,Cardiac Cath,O,MED,15,06/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,06/11/2018
facility1,Cardiology,Cardiac Cath,O,MED,17,06/12/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,06/13/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,06/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,06/15/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,06/18/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,06/19/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,06/20/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,06/21/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,06/23/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,06/25/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,06/26/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,06/27/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,06/28/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,06/29/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,06/30/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,07/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,07/03/2018
facility1,Cardiology,Cardiac Cath,O,MED,18,07/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,07/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,15,07/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,07/10/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,07/11/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,07/12/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,07/13/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,07/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,07/15/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,07/16/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,07/18/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,07/19/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,07/20/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,07/23/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,07/24/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,07/25/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,07/26/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,07/27/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,07/30/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,07/31/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,08/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/02/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,08/03/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,08/04/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,08/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,20,08/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/07/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,08/08/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,08/10/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/11/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/13/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,08/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,08/15/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/16/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,08/17/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,08/18/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/20/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,08/21/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,08/22/2018
facility1,Cardiology,Cardiac Cath,O,MED,15,08/24/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/28/2018
facility1,Cardiology,Cardiac Cath,O,MED,19,08/29/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,08/30/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,08/31/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,09/04/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,09/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,18,09/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,7,09/07/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,09/08/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,09/10/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,09/11/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,09/12/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,09/13/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,09/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,09/17/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,09/18/2018
facility1,Cardiology,Cardiac Cath,O,MED,16,09/19/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,09/20/2018
facility1,Cardiology,Cardiac Cath,O,MED,19,09/21/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,09/25/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,09/26/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,09/27/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,09/28/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,09/29/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,10/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,4,10/02/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,10/03/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,10/04/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,10/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,10/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,10/08/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,10/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,17,10/10/2018
facility1,Cardiology,Cardiac Cath,O,MED,11,10/11/2018
facility1,Cardiology,Cardiac Cath,O,MED,18,10/12/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,10/16/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,10/17/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,10/18/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,10/19/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,10/22/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,10/23/2018
facility1,Cardiology,Cardiac Cath,O,MED,11,10/24/2018
facility1,Cardiology,Cardiac Cath,O,MED,18,10/25/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,10/26/2018
facility1,Cardiology,Cardiac Cath,O,MED,11,10/29/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,10/30/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,10/31/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,11/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,13,11/02/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,11/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,11/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,11/07/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,11/08/2018
facility1,Cardiology,Cardiac Cath,O,MED,14,11/09/2018
facility1,Cardiology,Cardiac Cath,O,MED,3,11/10/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,11/14/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,11/15/2018
facility1,Cardiology,Cardiac Cath,O,MED,10,11/16/2018
facility1,Cardiology,Cardiac Cath,O,MED,6,11/19/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,11/20/2018
facility1,Cardiology,Cardiac Cath,O,MED,11,11/23/2018
facility1,Cardiology,Cardiac Cath,O,MED,12,11/26/2018
facility1,Cardiology,Cardiac Cath,O,MED,8,11/27/2018
facility1,Cardiology,Cardiac Cath,O,MED,5,11/29/2018
facility1,Cardiology,Cardiac Cath,O,MED,18,11/30/2018
facility1,Cardiology,Cardiac Cath,O,MED,9,12/01/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,12/04/2018
facility1,Cardiology,Cardiac Cath,O,MED,11,12/05/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,12/06/2018
facility1,Cardiology,Cardiac Cath,O,MED,2,12/07/2018
